nm_servico,tipo_compra,quantidade_captada,vl_preco
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,4,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,3,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,4,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,4,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,4,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,3,50.0
Banho,RENOVAÇÃO,3,50.0
Banho,AQUISIÇÃO,3,50.0
Banho,RENOVAÇÃO,3,50.0
Banho,RENOVAÇÃO,3,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,4,50.0
Banho,AQUISIÇÃO,4,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,4,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,4,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,4,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,AQUISIÇÃO,2,50.0
Banho,RENOVAÇÃO,2,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,4,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,RENOVAÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
Banho,AQUISIÇÃO,1,50.0
